id,text
2267,"`` if the swelling has n't begun to dissipate in the next ten to fifteen minutes , we 're going to have to take another course of action . ''"
2268,`` what 's that ? ''
2269,"mr. robertson questioned , with a grimace ."
2270,`` aspirating the penis of the blood . ''
2271,mr. robertson paled considerably .
2272,"`` oh god , she mentioned that . ''"
2273,he said the word she like megan was a swarm of locust .
2274,pesh turned to smile at megan .
2275,`` then she made a good call . ''
2276,he then eyed his pager that was going off .
2277,`` keep an eye on him .
2278,i 'll be back in fifteen . ''
2279,"`` okay , i will . ''"
2280,time ticked by agonizingly slow as she worked on charts and kept an eye on mr. robertson .
2281,"every few minutes , he was lifting up the sheet to eye his erection ."
2282,"each time he grimaced , megan imagined that the shot was n't working and the swelling had n't gone down ."
2283,"when pesh entered the room again , he glanced from her to mr. robertson ."
2284,`` so how are we doing ? ''
2285,she shook her head .
2286,`` no change . ''
2287,`` i see . ''
2288,he went over to a drawer and searched through it before producing a very large syringe with a very thick needle .
2289,"`` i 'm sorry , mr. robertson , but it looks like this is our only choice . ''"
2290,mr. robertson seemed speechless for the first time all night .
2291,"`` ms. mckenzie , can i get you to assist me ? ''"
2292,pesh asked .
2293,`` of course . ''
2294,`` i need you to help restrain him .
2295,i need him to be as still as possible . ''
2296,megan fought the urge to roll her eyes at his suggestion .
2297,"mr. robertson had to outweigh her by a hundred pounds , not to mention that when pain got your adrenaline pumping , you were even stronger ."
2298,but she did as she was told .
2299,"as pesh brought the needle to mr. robertson 's penis , she gripped her hands tight into his shoulders ."
2300,"when the needle pierced the skin , it took everything within her to keep him on the table ."
2301,"gritting her teeth , she held her ground ."
2302,"finally , when the last of the blood had been withdrawn , she was able to loosen her grip ."
2303,pesh tossed the syringe into the biohazard container and then turned around .
2304,`` i advise you take some ibuprofen for both the pain and for the anti-inflammatory benefits .
2305,i would also do a round or two of using an ice pack on your crotch .
2306,it would be my strongest advice that you never take anymore erectile dysfunction medication until you actually need it . ''
2307,"`` whatever , '' mr. robertson croaked , collapsing back onto the table ."
2308,"`` give him about thirty minutes , and then he needs to head on home ."
2309,"we 'll need the exam room , '' pesh instructed ."
2310,"`` okay , i will . ''"
2311,he gave her a quick smile before exiting the room .
2312,"after thirty minutes , she saw mr. robertson to the door of the er ."
2313,"as he staggered into the waiting room , she shook her head ."
2314,"`` megan , '' kristi called ."
2315,`` yes ? ''
2316,`` go ahead and take your dinner break now . ''
2317,`` are you sure ?
2318,"i mean , i can work through it since we 're so busy . ''"
2319,kristi shook her head .
2320,`` we 're fine .
2321,"besides , you 're going to need all your strength ."
2322,things are probably going to get even crazier after the sun goes down . ''
2323,megan tried not to appear horrified at the prospect .
2324,"instead , she ducked into the break room to grab her purse ."
2325,"when she came out , pesh was waiting for her ."
2326,`` where are you going ? ''
2327,"`` oh , it 's my dinner break . ''"
2328,pesh gave an impish smile .
2329,`` how fortunate .
2330,it 's mine as well . ''
2331,"realizing what he was intending , she slowly shook her head back and forth ."
2332,`` no dates . ''
2333,"after crossing his arms over his chest , pesh asked , `` and how would it be a date if we happened to go to the cafeteria at the same time and sit at the same table ? ''"
2334,"`` you 're pushing it , and you know it . ''"
2335,"`` after what we both just endured , how can you deny me the pleasure of buying your dinner ? ''"
2336,a teasing twinkle flashed in his dark eyes-one she was n't used to seeing on him .
2337,"for some reason , she found it completely irresistible ."
2338,"`` besides , how can i possibly have romance on my mind when i just held another man 's penis in my hands ? ''"
2339,her eyes widened in shock at his words .
2340,`` d-did you actually just say that ? ''
2341,"`` yes , i believe i did . ''"
2342,she shook her head .
2343,`` i ca n't believe you sometimes . ''
2344,`` do n't try to pin me as one thing or the other .
2345,"just take me as i am , '' pesh suggested ."
2346,`` i 'll try . ''
2347,"as they started to the elevator , megan chewed her lip with unease ."
2348,"turning to pesh she asked , `` what will people say if they see the two of us together ? ''"
2349,"`` that we 're two single people having dinner , '' he replied ."
2350,"`` you 're a physician , and i 'm a clinical student ."
2351,could n't i get in trouble ? ''
2352,`` doctors and nurses often have dinner together on their breaks .
2353,the cafeteria is a pretty inconspicuous place for us to be alone together .
2354,"if someone came upon us in one of the medicine rooms or an empty patient room , then we might have a problem . ''"
2355,"`` if you say so , '' she mumbled , as he punched the down button on the elevator ."
2356,"after they stepped on the car , pesh eyed her ."
2357,"`` you really are worried , are n't you ? ''"
2358,she nodded .
2359,`` my career means everything to me .
2360,i do n't want to do anything to jeopardize it . ''
2361,`` then i 'll make sure we do n't sit by ourselves . ''
2362,`` thank you .
2363,i really appreciate that . ''
2364,"as the car started its decent down , pesh threw his head back and exhaled a long breath ."
2365,"`` well , that was ... '' megan grinned at him ."
2366,`` the good doctor seems speechless .
2367,"surely in all your years in the er , you 've seen crazier or more mortifying cases . ''"
2368,"he cocked his head , appearing thoughtful ."
2369,`` a screwdriver lodged in a rectum is probably the tamest . ''
2370,`` the tamest ? ''
2371,"megan questioned incredulously , as the elevator door dinged open ."
2372,pesh laughed .
2373,`` a man high on meth walking into the er with his penis in his hand is probably the craziest . ''
2374,megan 's hand swept over her mouth .
2375,`` he actually cut off his ... '' she gazed around to make sure no one was listening to their conversation .
2376,`` is the good nurse speechless ? ''
2377,he teased .
2378,she rolled her eyes at him .
2379,`` so what happened ? ''
2380,`` we got him sedated and into surgery as soon as we could .
2381,i heard they were able to sew it back on .
2382,i 'm not aware of whether or not it was ever ... fully functional again . ''
2383,`` that is crazy . ''
2384,`` i know . ''
2385,pesh handed her a food tray .
2386,"as they surmised their choices , megan asked , `` was that your standard line of questioning in a situation like that ? ''"
2387,"`` i think we 've established that i have n't been privy to many priapism cases , but yes , any time there is an issue with the penis that is not related to the urethra or bladder , you would ask those questions . ''"
2388,"after the food service worker gave them both an odd look , pesh looked pointedly at her ."
2389,`` why do you ask ? ''
2390,she shrugged .
2391,`` just to be prepared for the next time . ''
2392,he cocked his brows at her .
2393,`` do you want to practice your line of questioning ?
2394,"you know , show me what you 've learned ? ''"
2395,"`` let 's get our food first , shall we ? ''"
2396,`` okay . ''
2397,"after deciding that the grilled chicken salad was about the most appealing item in the food line , she grabbed a drink and some of the freshly baked chocolate chip cookies ."
2398,"just as she inched up to pay , pesh put his tray next to hers ."
2399,he had chosen some kind of stir-fry that did n't look appetizing to megan .
